build_Failed,gh_is_pr,git_prev_commit_resolution_status,gh_team_size,gh_num_commit_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,tr_build_id,gh_build_started_at
0,0,1,21,0,2,0,0,0,3,0,0,1,0,2,375249,375.5666238,24.06935128,100.6185226,346537,2011-11-27T09:56:35
0,0,1,21,0,0,0,0,0,2,0,0,0,0,2,375249,375.5666238,24.06935128,100.6185226,346553,2011-11-27T10:11:34
0,0,1,21,0,6,0,0,0,3,0,0,2,0,1,375249,375.5666238,24.06935128,100.6185226,346817,2011-11-27T12:07:31
0,0,1,21,0,0,0,0,0,2,0,0,0,0,2,375249,375.5666238,24.06935128,100.6185226,346874,2011-11-27T12:28:44
0,0,1,21,0,6,9,0,0,4,0,0,3,0,1,375249,375.5879429,24.07201618,100.6211875,348625,2011-11-28T00:35:35
0,0,1,21,0,4,0,0,0,3,0,0,1,0,2,375249,375.5879429,24.07201618,100.6211875,348659,2011-11-28T01:25:31
0,0,1,21,0,185,0,0,0,4,0,0,3,0,1,375249,375.5879429,24.07201618,100.6211875,348684,2011-11-28T01:39:33
0,0,1,21,0,2,0,0,0,2,0,0,1,0,1,375249,375.5879429,24.07201618,100.6211875,348723,2011-11-28T02:05:46
0,0,1,21,0,21,0,0,0,2,0,0,1,0,1,375249,375.5879429,24.07201618,100.6211875,348792,2011-11-28T02:49:32
0,0,1,21,0,17,0,0,0,2,0,0,1,0,1,375253,375.5839394,24.07175959,100.620115,348813,2011-11-28T03:18:37
0,0,1,21,0,1,0,0,0,2,0,0,1,0,1,375252,375.5849403,24.07182373,100.6203831,348822,2011-11-28T03:32:51
0,0,1,21,0,17,0,0,0,2,0,0,1,0,1,375252,375.5849403,24.07182373,100.6203831,348831,2011-11-28T03:35:33
0,0,1,21,0,2,0,0,0,2,0,0,1,0,1,375252,375.5849403,24.07182373,100.6203831,348840,2011-11-28T03:39:30
0,0,1,21,0,6,0,0,0,3,0,0,2,0,1,375252,375.5849403,24.07182373,100.6203831,348868,2011-11-28T04:00:32
0,0,1,21,0,0,28,0,0,2,0,0,1,0,1,375252,375.5982646,24.07182373,100.6203831,350138,2011-11-28T13:32:36
0,0,1,21,0,19,0,0,0,3,0,0,2,0,1,375252,375.5982646,24.07182373,100.6203831,350470,2011-11-28T15:24:00
0,0,1,21,0,0,0,0,0,1,0,0,0,0,1,375252,375.5982646,24.07182373,100.6203831,351018,2011-11-28T17:46:29
0,0,1,21,0,1,0,0,0,1,0,0,1,0,0,375252,375.5982646,24.07182373,100.6203831,351021,2011-11-28T17:47:04
0,0,1,21,0,4,4,0,0,4,0,0,3,0,1,375258,375.5922592,24.07143885,100.6187743,351623,2011-11-28T21:56:39
0,0,1,21,0,389,0,0,0,2,0,0,1,0,1,375258,375.5922592,24.07143885,100.6187743,352104,2011-11-28T23:50:50
0,0,1,21,0,20,0,0,0,3,0,0,3,0,0,375258,375.5922592,24.07143885,100.6187743,352178,2011-11-29T00:53:34
0,0,1,21,0,6,0,0,0,2,0,0,1,0,1,375258,375.5922592,24.07143885,100.6187743,352185,2011-11-29T01:00:35
0,0,1,21,0,105,0,0,0,2,0,0,1,0,1,375258,375.5922592,24.07143885,100.6187743,352281,2011-11-29T01:34:49
0,0,1,21,0,4,4,0,0,3,0,0,3,0,0,375252,375.5982646,24.07182373,100.6203831,353066,2011-11-29T08:46:33
1,0,1,21,0,138256,61754,335,73,1439,0,0,1493,16,181,374951,370.0376849,23.57374697,99.34098055,354579,2011-11-29T17:32:51
1,0,1,21,0,61,13,0,0,4,0,0,3,0,1,374951,370.0670221,23.57641398,99.35964966,354596,2011-11-29T17:42:37
1,0,1,21,0,14,0,0,0,3,0,0,2,0,1,374951,370.0670221,23.57641398,99.35964966,354649,2011-11-29T18:04:45
0,0,1,21,0,23,7,0,0,4,0,0,3,0,1,375252,375.6142539,24.07448861,100.6257129,356020,2011-11-30T00:11:52
0,0,1,21,0,1,10,0,0,3,0,0,2,0,1,375253,375.6025935,24.07442445,100.620115,356037,2011-11-30T00:14:34
1,0,1,21,0,4,0,0,0,3,0,0,2,0,1,374951,370.0670221,23.57641398,99.35964966,356071,2011-11-30T00:25:52
0,0,1,21,0,4,16,0,0,5,0,0,4,0,1,375261,375.6025806,24.07391122,100.6179699,356130,2011-11-30T01:00:53
0,0,1,21,0,2,0,0,0,1,0,0,1,0,0,375263,375.6005788,24.07378292,100.6174336,356557,2011-11-30T03:34:14
0,0,1,21,0,0,39,0,0,1,0,0,1,0,0,375263,375.5499476,24.07111812,100.6174336,356588,2011-11-30T03:39:36
1,0,1,21,0,4,1,0,0,4,0,0,3,0,1,374951,370.0696891,23.57641398,99.36231668,357449,2011-11-30T09:25:49
0,0,1,21,0,41,0,0,0,2,0,0,1,0,1,375263,375.5499476,24.07111812,100.6174336,357687,2011-11-30T11:04:48
0,0,1,21,0,17,12,3,0,2,0,0,4,0,1,375269,375.5705907,24.07339802,100.6184897,358125,2011-11-30T14:46:56
0,0,1,21,0,6,2,0,0,2,0,0,2,0,0,375269,375.5759202,24.07339802,100.6184897,358278,2011-11-30T15:27:34
0,0,1,21,0,7,0,0,0,3,0,0,1,0,2,375269,375.5759202,24.07339802,100.6184897,359906,2011-11-30T22:19:25
0,0,1,21,0,0,0,0,0,2,0,0,0,0,2,375269,375.5759202,24.07339802,100.6184897,360665,2011-12-01T01:32:46
0,0,1,21,0,8,0,0,0,2,0,0,1,0,1,375269,375.5759202,24.07339802,100.6184897,361189,2011-12-01T05:46:32
0,0,1,21,0,60,0,0,0,2,0,0,1,0,1,375269,375.5759202,24.07339802,100.6184897,361192,2011-12-01T05:49:32
0,0,1,21,0,60,0,0,0,2,0,0,1,0,1,375269,375.5759202,24.07339802,100.6184897,361289,2011-12-01T06:21:34
0,0,1,21,0,2,0,0,0,2,0,0,1,0,1,375269,375.5759202,24.07339802,100.6184897,361398,2011-12-01T07:21:51
0,0,1,21,0,12,0,0,0,2,0,0,1,0,1,375269,375.5759202,24.07339802,100.6184897,361486,2011-12-01T08:00:33
0,0,1,21,0,9,0,0,0,1,0,0,1,0,0,375270,375.5749194,24.07333387,100.6182215,361602,2011-12-01T08:46:38
0,0,1,21,0,18,0,0,0,2,0,0,1,0,1,375270,375.5749194,24.07333387,100.6182215,362078,2011-12-01T12:44:25
0,0,1,21,0,8,0,0,0,2,0,0,1,0,1,375270,375.5749194,24.07333387,100.6182215,362463,2011-12-01T13:32:31
0,0,1,21,0,2,0,0,0,2,0,0,1,0,1,375270,375.5749194,24.07333387,100.6182215,362784,2011-12-01T14:32:49
0,0,1,21,0,22,0,0,0,3,0,0,2,0,1,375270,375.5749194,24.07333387,100.6182215,364356,2011-12-01T22:18:56
0,0,1,21,0,0,0,0,0,2,0,0,0,0,2,375270,375.5749194,24.07333387,100.6182215,364957,2011-12-02T02:32:47
0,0,1,21,0,0,0,0,0,2,0,0,0,0,2,375270,375.5749194,24.07333387,100.6182215,365073,2011-12-02T04:04:45
0,0,1,21,0,0,0,0,0,2,0,0,0,0,2,375270,375.5749194,24.07333387,100.6182215,365370,2011-12-02T06:21:44
0,0,1,21,0,0,0,0,0,2,0,0,0,0,2,375270,375.5749194,24.07333387,100.6182215,365393,2011-12-02T06:42:49
0,0,1,21,0,0,0,0,0,1,0,0,0,0,1,375270,375.5749194,24.07333387,100.6182215,365401,2011-12-02T06:46:44
0,0,1,21,0,14,0,0,0,2,0,0,1,0,1,375270,375.5749194,24.07333387,100.6182215,365410,2011-12-02T06:49:44
0,0,1,21,0,10,0,0,0,5,0,0,3,0,2,375270,375.5749194,24.07333387,100.6182215,368093,2011-12-02T22:18:44
0,0,1,21,0,11,13,0,0,4,0,0,3,0,1,375270,375.6068964,24.07599861,100.63421,369416,2011-12-03T11:53:39
0,0,1,21,0,161,48,0,0,7,0,0,6,0,1,375270,375.72681,24.08132811,100.6608575,370976,2011-12-04T01:11:40
0,0,1,21,0,8,7,0,0,4,0,0,3,0,1,375270,375.7427985,24.08399286,100.666187,371064,2011-12-04T03:07:50
0,0,1,21,0,8,0,0,0,2,0,0,1,0,1,375270,375.7427985,24.08399286,100.666187,371092,2011-12-04T03:14:35
0,0,1,21,0,1,0,0,0,2,0,0,1,0,1,375269,375.7437998,24.08405704,100.6664553,371839,2011-12-04T13:39:49
0,0,1,21,0,2,0,0,0,1,0,0,1,0,0,375269,375.7437998,24.08405704,100.6664553,371870,2011-12-04T13:53:48
0,0,1,21,0,26,0,0,0,2,0,0,1,0,1,375254,375.7588194,24.08501975,100.6704792,371883,2011-12-04T13:56:44
0,0,1,20,0,12,0,0,0,2,0,0,2,0,0,375254,375.7588194,24.08501975,100.6704792,373895,2011-12-05T00:00:38
0,0,1,20,0,8,0,0,0,2,0,0,1,0,1,375254,375.7588194,24.08501975,100.6704792,374183,2011-12-05T01:28:34
0,0,1,20,0,190,0,0,0,5,0,0,4,0,1,375256,375.7568167,24.08489138,100.6699427,374507,2011-12-05T05:32:37
0,0,1,20,0,3,0,0,0,2,0,0,1,0,1,375256,375.7568167,24.08489138,100.6699427,374510,2011-12-05T05:35:35
0,0,1,20,0,4,0,0,0,1,0,0,1,0,0,375256,375.7568167,24.08489138,100.6699427,374626,2011-12-05T08:14:31
0,0,1,20,0,43,0,0,0,8,0,0,7,0,1,375256,375.7568167,24.08489138,100.6699427,374784,2011-12-05T09:53:38
0,0,1,20,0,73,0,0,0,14,0,0,13,0,1,375256,375.7568167,24.08489138,100.6699427,374802,2011-12-05T10:00:34
0,0,1,20,0,2,12,0,0,3,0,0,2,0,1,375256,375.7808003,24.09288592,100.6779372,374808,2011-12-05T10:04:29
1,0,1,20,0,5,0,0,0,2,0,0,1,0,1,375256,375.7808003,24.09288592,100.6779372,374831,2011-12-05T10:11:32
0,0,1,20,0,2,0,0,0,1,0,0,1,0,0,375256,375.7808003,24.09288592,100.6779372,374849,2011-12-05T10:14:33
0,0,1,20,0,4,6,0,0,2,0,0,2,0,0,375256,375.7594815,24.08755623,100.6726075,376972,2011-12-05T21:49:41
0,0,1,20,0,198,0,0,0,2,0,0,1,0,1,375256,375.7594815,24.08755623,100.6726075,377190,2011-12-05T23:43:45
0,0,1,20,0,49,0,0,0,3,0,0,2,0,1,375282,375.7334484,24.08588741,100.6656328,377736,2011-12-06T03:39:38
0,0,1,20,0,0,6,0,0,1,0,0,1,0,0,375282,375.7600951,24.09121674,100.6709621,377840,2011-12-06T04:43:37
0,0,1,20,0,0,4,0,0,1,0,0,1,0,0,375282,375.7600951,24.09121674,100.6709621,378088,2011-12-06T06:42:33
0,0,1,20,0,0,4,0,0,1,0,0,1,0,0,375282,375.7600951,24.09121674,100.6709621,378129,2011-12-06T07:00:33
0,0,1,19,0,19,0,0,0,3,0,0,2,0,1,375287,375.7550888,24.09089577,100.6696209,378889,2011-12-06T17:04:32
0,0,1,19,0,6,0,0,0,1,0,0,1,0,0,375287,375.7550888,24.09089577,100.6696209,378895,2011-12-06T17:04:43
0,0,1,19,0,68,78,0,0,5,0,0,4,0,1,375288,375.9299525,24.1068193,100.7333035,380645,2011-12-06T23:20:22
0,0,1,19,0,0,4,0,0,1,0,0,1,0,0,375288,375.9299525,24.1068193,100.7333035,380736,2011-12-07T00:35:31
0,0,1,19,0,57,0,0,0,3,0,0,2,0,1,375288,375.9299525,24.1068193,100.7333035,380992,2011-12-07T02:07:08
0,0,1,19,0,24,0,0,0,2,0,0,1,0,1,375288,375.9299525,24.1068193,100.7333035,381012,2011-12-07T02:11:26
0,0,1,19,0,9,6,0,0,3,0,0,2,0,1,375288,375.9432756,24.10948392,100.7359681,381835,2011-12-07T09:59:36
1,0,1,19,0,6,0,0,0,3,0,0,1,0,2,374951,370.0696891,23.57641398,99.36231668,381848,2011-12-07T10:07:40
0,0,1,19,0,0,0,0,0,2,0,0,0,0,2,375288,375.9432756,24.10948392,100.7359681,381851,2011-12-07T10:07:56
0,0,1,19,0,4,2,0,0,2,0,0,2,0,0,375288,375.9432756,24.10948392,100.7359681,383853,2011-12-07T22:14:35
0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,375288,375.9432756,24.10948392,100.7359681,383941,2011-12-07T22:45:35
0,0,1,19,0,0,0,0,0,2,0,0,0,0,1,375288,375.9432756,24.10948392,100.7359681,384049,2011-12-07T23:04:36
0,0,1,19,0,0,0,0,0,2,0,0,0,0,1,375288,375.9432756,24.10948392,100.7359681,384106,2011-12-07T23:25:34
0,0,1,18,0,0,0,0,0,2,0,0,0,0,2,375288,375.9432756,24.10948392,100.7359681,384602,2011-12-08T03:15:35
0,0,1,18,0,1,0,0,0,2,0,0,1,0,1,375289,375.9422738,24.10941967,100.7356997,384673,2011-12-08T04:00:32
0,0,1,18,0,0,2,0,0,2,0,0,1,0,1,375289,375.947603,24.10941967,100.7356997,384695,2011-12-08T04:25:14
0,0,1,18,0,0,2,0,0,2,0,0,1,0,1,375289,375.947603,24.10941967,100.7356997,384706,2011-12-08T04:35:37
0,0,1,18,0,8,0,0,0,2,0,0,1,0,1,375289,375.947603,24.10941967,100.7356997,385785,2011-12-08T14:06:53
0,0,1,18,0,2,0,0,0,2,0,0,1,0,1,375289,375.947603,24.10941967,100.7356997,385831,2011-12-08T14:19:14
0,0,1,18,0,8,15,0,0,2,0,0,2,0,0,375289,375.9849076,24.11208429,100.7570166,385891,2011-12-08T14:24:17
0,0,1,18,0,2,0,0,0,2,0,0,1,0,1,375289,375.9849076,24.11208429,100.7570166,386024,2011-12-08T14:43:19
0,0,1,18,0,12,21,0,0,3,0,0,2,0,1,375289,376.0355353,24.1147489,100.7596812,386097,2011-12-08T14:49:46
0,0,1,18,0,0,16,0,0,1,0,0,1,0,0,375289,376.0541876,24.1147489,100.7596812,386112,2011-12-08T14:53:28
0,0,1,18,0,5,0,0,0,3,0,0,2,0,1,375289,376.0541876,24.1147489,100.7596812,387836,2011-12-08T23:04:30
0,0,1,17,0,4,20,0,0,3,0,0,2,0,1,375289,376.1048152,24.11741351,100.7623458,388689,2011-12-09T06:28:32
0,0,1,17,0,0,2,0,0,1,0,0,1,0,0,375289,376.1048152,24.11741351,100.7623458,388697,2011-12-09T06:46:11
0,0,1,17,0,98,0,1,0,2,0,0,1,0,2,375387,376.0066278,24.11111733,100.7360404,389141,2011-12-09T10:28:33
0,0,1,17,0,0,2,0,0,1,0,0,1,0,0,375387,376.0066278,24.11111733,100.7360404,389455,2011-12-09T12:47:00
0,0,1,17,0,0,0,0,0,1,0,0,0,0,1,375387,376.0066278,24.11111733,100.7360404,389626,2011-12-09T13:53:41
0,0,1,17,0,4,30,0,0,3,0,0,3,0,0,375387,376.0066278,24.11111733,100.7360404,392733,2011-12-10T08:14:38
1,0,2,17,0,12056,3921,29,1,240,0,0,252,0,8,190845,239.5032618,10.71550211,60.50459797,393063,2011-12-10T12:18:46
1,0,1,17,0,2,0,0,0,1,0,0,1,0,0,190845,239.5032618,10.71550211,60.50459797,393086,2011-12-10T12:25:37
0,0,1,17,0,55,0,0,0,3,0,0,2,0,1,375387,376.0066278,24.11111733,100.7360404,394726,2011-12-11T01:35:38
0,0,1,17,0,7,0,0,0,3,0,0,2,0,1,375387,376.0066278,24.11111733,100.7360404,394732,2011-12-11T01:39:28
0,0,1,17,0,40,14,0,0,3,0,0,2,0,1,375387,376.0412588,24.11111733,100.7573517,394751,2011-12-11T01:49:36
0,0,1,17,0,2,0,0,0,2,0,0,1,0,1,375387,376.0412588,24.11111733,100.7573517,394877,2011-12-11T02:46:32
0,0,1,17,0,6,10,0,0,3,0,0,2,0,1,375387,376.065234,24.11378124,100.7626796,394921,2011-12-11T03:25:32
0,0,1,17,0,6,0,0,0,3,0,0,2,0,1,375387,376.065234,24.11378124,100.7626796,397845,2011-12-12T06:42:34
0,0,1,17,0,2,0,0,0,2,0,0,1,0,1,375387,376.065234,24.11378124,100.7626796,398080,2011-12-12T08:28:33
0,0,1,17,0,0,6,0,0,4,0,0,1,0,3,375387,376.0785536,24.11378124,100.7626796,398101,2011-12-12T08:32:30
0,0,1,17,0,34,9,0,0,3,0,0,2,0,1,375387,376.0865454,24.11378124,100.7706713,398663,2011-12-12T13:49:26
1,0,1,17,0,83,61,2,0,11,0,0,12,0,1,374983,370.1101117,23.5824024,99.36183774,399589,2011-12-12T17:54:59
1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,374983,370.1101117,23.5824024,99.36183774,400062,2011-12-12T20:53:41
0,0,1,17,0,6,273,0,0,4,0,0,3,0,1,375387,376.7365412,24.14308434,101.2741517,400065,2011-12-12T20:53:58
0,0,1,17,0,1,4,0,0,3,0,0,2,0,1,375387,376.7365412,24.14308434,101.2741517,400163,2011-12-12T21:32:35
0,0,1,17,0,2,46,1,0,2,0,0,2,0,1,375387,376.8297783,24.14841217,101.2794796,400334,2011-12-12T22:19:03
0,0,1,17,0,2,31,0,0,3,0,0,2,0,1,375387,376.840434,24.15107609,101.2821435,400356,2011-12-12T22:36:23
0,0,1,17,0,0,0,0,0,1,0,0,0,0,1,375387,376.840434,24.15107609,101.2821435,401174,2011-12-13T04:35:42
0,0,1,17,0,20,56,0,0,5,0,0,4,0,1,375387,376.9603103,24.15374001,101.2927992,401326,2011-12-13T07:14:57
0,0,1,17,0,5,17,0,0,3,0,0,2,0,1,375387,377.002933,24.15640392,101.2954631,402404,2011-12-13T14:53:26
0,0,1,17,0,0,0,0,0,1,0,0,0,0,1,375387,377.002933,24.15640392,101.2954631,402446,2011-12-13T15:03:31
0,0,1,17,0,74,30,0,0,5,0,0,4,0,1,375387,377.002933,24.15640392,101.2954631,402455,2011-12-13T15:06:17
0,0,1,17,0,1,0,0,0,2,0,0,1,0,1,375387,377.002933,24.15640392,101.2954631,402639,2011-12-13T16:35:27
0,0,1,17,0,0,17,0,0,1,0,0,1,0,0,375387,377.0428917,24.15906784,101.298127,403902,2011-12-14T00:25:34
0,0,1,17,0,0,2,0,0,1,0,0,1,0,0,375387,377.0428917,24.15906784,101.298127,403922,2011-12-14T00:33:16
0,0,1,17,0,24,0,0,0,3,0,0,2,0,1,375387,377.0428917,24.15906784,101.298127,404022,2011-12-14T01:21:24
0,0,1,17,0,5,36,0,0,4,0,0,3,0,1,375387,377.0855144,24.16173176,101.3034548,404117,2011-12-14T02:28:31
0,0,1,17,0,27,0,0,0,3,0,0,2,0,1,375387,377.0855144,24.16173176,101.3034548,404186,2011-12-14T03:21:32
0,0,1,17,0,0,2,0,0,1,0,0,1,0,0,375387,377.0855144,24.16173176,101.3034548,404378,2011-12-14T05:46:31
0,0,1,17,0,4,0,0,0,2,0,0,1,0,1,375387,377.0855144,24.16173176,101.3034548,404402,2011-12-14T06:32:31
1,0,1,17,0,8,0,0,0,3,0,0,2,0,1,374983,370.1101117,23.5824024,99.36183774,404404,2011-12-14T06:32:32
0,0,1,17,0,95,92,0,0,5,0,0,4,0,1,375387,377.3092835,24.18037918,101.3700528,404758,2011-12-14T10:39:30
0,0,1,17,0,8,0,0,0,5,0,0,3,0,2,375385,377.3112937,24.18050801,101.3705929,404796,2011-12-14T11:04:29
0,0,1,17,0,0,4,0,0,2,0,0,1,0,1,375385,377.3112937,24.18050801,101.3705929,405181,2011-12-14T13:00:34
1,0,1,17,0,8,4,0,0,4,0,0,3,0,1,374983,370.1101117,23.5824024,99.36183774,407948,2011-12-15T01:46:34
0,0,1,17,0,8,13,0,0,5,0,0,4,0,1,375385,377.3112937,24.18050801,101.3705929,407950,2011-12-15T01:46:34
0,0,1,17,0,13,4,0,0,5,0,0,4,0,1,375385,377.3192855,24.18050801,101.3732568,408152,2011-12-15T04:18:30
0,0,1,17,0,0,2,0,0,1,0,0,1,0,0,375385,377.3192855,24.18050801,101.3732568,408163,2011-12-15T04:32:27
0,0,1,17,0,122,21,3,0,4,0,0,6,0,1,375387,377.3598979,24.1830431,101.3993559,408431,2011-12-15T08:42:27
0,0,1,17,0,17,12,0,0,3,0,0,2,0,1,375387,377.389201,24.18570702,101.4073476,408453,2011-12-15T09:00:33
0,0,1,17,0,8,0,0,0,2,0,0,1,0,1,375387,377.389201,24.18570702,101.4073476,409298,2011-12-15T14:21:32
0,0,1,16,0,4,0,0,0,4,0,0,1,0,3,375387,377.389201,24.18570702,101.4073476,412530,2011-12-16T08:21:30
0,0,1,16,0,14,0,0,0,2,0,0,2,0,0,375387,377.389201,24.18570702,101.4073476,415487,2011-12-17T01:18:32
1,0,0,16,12,1651401,287263,4511,1004,3148,0,0,3731,31,1020,366818,338.6665867,20.96952712,92.20103703,417490,2011-12-17T20:10:55
0,0,1,16,0,4,2,0,0,3,0,0,2,0,1,375387,377.389201,24.18570702,101.4073476,418153,2011-12-18T00:39:53
0,0,1,16,0,0,4,0,0,2,0,0,1,0,1,375387,377.389201,24.18570702,101.4073476,418170,2011-12-18T00:49:25
1,0,1,16,0,0,13,0,1,0,0,0,1,0,0,374983,370.080777,23.57973561,99.36183774,418271,2011-12-18T02:04:27
0,0,1,16,0,8,22,0,0,3,0,0,2,0,1,375391,377.4304658,24.19344097,101.4195865,418343,2011-12-18T03:07:27
0,0,1,16,0,2,0,0,0,1,0,0,1,0,0,375391,377.4304658,24.19344097,101.4195865,418357,2011-12-18T03:18:28
0,0,1,16,0,7,11,0,0,4,0,0,3,0,1,375397,377.448408,24.19838198,101.4232932,418390,2011-12-18T03:46:30
0,0,1,16,0,4,4,0,0,3,0,0,2,0,1,375397,377.4563995,24.19838198,101.4286209,418511,2011-12-18T05:35:30
0,0,1,16,0,3,0,0,0,2,0,0,1,0,1,375397,377.4563995,24.19838198,101.4286209,418825,2011-12-18T10:00:29
0,0,1,16,0,25,0,0,0,3,0,0,2,0,1,375397,377.4563995,24.19838198,101.4286209,423962,2011-12-19T17:18:31
0,0,1,16,0,4,0,0,0,10,0,0,2,4,4,375397,377.4563995,24.19838198,101.4286209,424921,2011-12-19T21:11:32
0,0,1,16,0,2,0,0,0,2,0,0,1,0,1,375397,377.4563995,24.19838198,101.4286209,425703,2011-12-20T01:25:31
0,0,1,16,0,0,7,0,0,2,0,0,1,0,1,375397,377.4723826,24.19838198,101.4366124,425898,2011-12-20T02:53:30
0,0,1,16,0,0,50,0,0,1,0,0,1,0,0,375397,377.4697187,24.19838198,101.4366124,426272,2011-12-20T06:00:28
0,0,1,16,0,17,11,0,0,3,0,0,2,0,1,375397,377.4936933,24.20104583,101.4419401,426288,2011-12-20T06:07:32
1,0,1,17,0,20,0,0,0,2,0,0,2,0,0,374983,370.080777,23.57973561,99.36183774,426349,2011-12-20T06:53:27
0,0,1,17,0,16,0,0,0,1,0,0,1,0,0,375397,377.4936933,24.20104583,101.4419401,426365,2011-12-20T07:11:33
0,0,1,17,0,30,76,0,0,4,0,0,3,0,1,375397,377.6375411,24.20370967,101.5085363,427135,2011-12-20T12:04:32
0,0,1,17,0,58,0,0,0,2,0,0,1,0,1,375370,377.6647042,24.20545062,101.5158377,427801,2011-12-20T15:18:15
0,0,1,17,0,6,4,0,0,7,0,0,4,1,2,375370,377.6647042,24.20545062,101.5158377,428220,2011-12-20T16:11:46
0,0,1,17,0,2,0,0,0,2,0,0,1,0,1,375370,377.6647042,24.20545062,101.5158377,428595,2011-12-20T17:39:28
0,0,1,17,0,0,1,0,0,1,0,0,1,0,0,375370,377.6673682,24.20545062,101.5158377,429298,2011-12-20T20:39:31
0,0,1,17,0,28,0,0,0,1,0,0,1,0,0,375370,377.7020007,24.21344274,101.5211658,430578,2011-12-21T06:25:29
0,0,1,17,0,4,0,0,0,2,0,0,1,0,1,375370,377.7020007,24.21344274,101.5211658,431020,2011-12-21T11:01:03
0,0,1,17,0,10,0,0,0,1,0,0,1,0,0,375370,377.7020007,24.21344274,101.5211658,431205,2011-12-21T11:28:35
0,0,1,17,0,96,23,0,0,4,0,0,3,0,1,375370,377.7020007,24.21344274,101.5211658,432524,2011-12-21T15:27:07
0,0,1,17,0,10,0,0,0,2,0,0,2,0,0,375370,377.7020007,24.21344274,101.5211658,433190,2011-12-21T16:05:05
0,0,1,17,0,10,0,0,0,2,0,0,1,0,1,375370,377.7020007,24.21344274,101.5211658,433226,2011-12-21T16:08:56
0,0,1,17,0,6,0,0,0,1,0,0,1,0,0,375370,377.7020007,24.21344274,101.5211658,433241,2011-12-21T16:09:00
0,0,1,17,0,0,27,0,0,1,0,0,1,0,0,375370,377.720649,24.21344274,101.5211658,436513,2011-12-22T09:49:30
0,0,1,17,0,19,0,0,0,2,0,0,1,0,1,375370,377.720649,24.21344274,101.5211658,437047,2011-12-22T13:46:30
0,0,1,17,0,0,1,0,0,2,0,0,1,0,1,375370,377.7179849,24.21344274,101.5185017,437177,2011-12-22T14:42:28
